id_simple,price_simple,bedrooms_norm,bathrooms_norm,sqft_living_norm
7.12930052e9,221900.0,-0.3987371485515711,-1.4474635685648467,-0.979835020814843
6.414100192e9,538000.0,-0.3987371485515711,0.1756066952741968,0.5336343403143408
5.6315004e9,180000.0,-1.4739593558684907,-1.4474635685648467,-1.4262540410040268
2.487200875e9,604000.0,0.6764850587653486,1.1494488535776228,-0.13055005557688373
1.95440051e9,510000.0,-0.3987371485515711,-0.14900735749361188,-0.4354215815597409
7.23755031e9,1.225e6,0.6764850587653486,3.097133170184475,3.6367909440684225
1.32140006e9,257500.0,-0.3987371485515711,0.1756066952741968,-0.3973126408118838
2.00800027e9,291850.0,-0.3987371485515711,-0.7982354630292292,-1.1104942462360674
2.414600126e9,229500.0,-0.3987371485515711,-1.4474635685648467,-0.32653889370872047
3.79350016e9,323000.0,-0.3987371485515711,0.5002207480420054,-0.20676793707259802
1.73680052e9,662500.0,-0.3987371485515711,0.5002207480420054,1.611572950039443
9.21290026e9,468000.0,-1.4739593558684907,-1.4474635685648467,-1.0016115583850471
1.14101516e8,310000.0,-0.3987371485515711,-1.4474635685648467,-0.7076283011872919
6.05465007e9,400000.0,-0.3987371485515711,-0.4736214102614206,-0.7729579138979041
1.17500057e9,530000.0,1.7517072660822681,-0.14900735749361188,-0.29387408735341436
9.297300055e9,650000.0,0.6764850587653486,1.1494488535776228,0.9473885541482183
1.87550006e9,395000.0,-0.3987371485515711,-0.14900735749361188,-0.20676793707259802
6.86520014e9,485000.0,0.6764850587653486,-1.4474635685648467,-0.5225277318405572
1.6000397e7,189000.0,-1.4739593558684907,-1.4474635685648467,-0.9580584832446388
7.98320006e9,230000.0,-0.3987371485515711,-1.4474635685648467,-0.9036171393191287
6.300500875e9,385000.0,0.6764850587653486,-0.4736214102614206,-0.5007511942703532
2.524049179e9,2.0e6,-0.3987371485515711,0.8248348008098142,1.0562712419992388
7.13797034e9,285000.0,1.7517072660822681,0.5002207480420054,0.20698627676127954
8.0914002e9,252700.0,-1.4739593558684907,-0.7982354630292292,-1.0996059774509654
3.8147002e9,329000.0,-0.3987371485515711,0.1756066952741968,0.40297511489311627
1.2020002e9,233000.0,-0.3987371485515711,-0.14900735749361188,-0.40275677520443476
1.794500383e9,937000.0,-0.3987371485515711,-0.4736214102614206,0.40297511489311627
3.303700376e9,667000.0,-0.3987371485515711,-1.4474635685648467,-0.740293107542598
5.101402488e9,438000.0,-0.3987371485515711,-0.4736214102614206,-0.6096338821213736
1.87310039e9,719000.0,0.6764850587653486,0.5002207480420054,0.5336343403143408
8.56275032e9,580500.0,-0.3987371485515711,0.5002207480420054,0.26142762068678976
2.426039314e9,280000.0,-1.4739593558684907,-0.7982354630292292,-0.9689467520297409
4.6100039e8,687500.0,0.6764850587653486,-0.4736214102614206,0.2723158894718918
7.589200193e9,535000.0,-0.3987371485515711,-1.4474635685648467,-1.0778294398807613
7.95508027e9,322500.0,0.6764850587653486,0.8248348008098142,-0.021667367725863324
9.54720518e9,696000.0,-0.3987371485515711,0.5002207480420054,0.23965108311658567
9.43530003e9,550000.0,0.6764850587653486,-1.4474635685648467,-0.45719811912994496
2.7680004e9,640000.0,0.6764850587653486,-0.14900735749361188,0.3049806958271979
7.89550007e9,240000.0,0.6764850587653486,-1.4474635685648467,-0.9362819456744348
2.07850032e9,605000.0,0.6764850587653486,0.5002207480420054,0.588075684239851
5.54770027e9,625000.0,0.6764850587653486,0.5002207480420054,0.5336343403143408
7.766200013e9,775000.0,0.6764850587653486,0.1756066952741968,2.3301986898561777
7.2032204e9,861990.0,1.7517072660822681,0.8248348008098142,1.6496818907873
9.27020016e9,685000.0,-0.3987371485515711,-1.4474635685648467,-0.5551925381958633
1.43270123e9,309000.0,-0.3987371485515711,-1.4474635685648467,-0.8709523329638226
8.03535032e9,488000.0,-0.3987371485515711,0.5002207480420054,1.1760421986353613
8.94520083e9,210490.0,-0.3987371485515711,-1.4474635685648467,-1.1867121277317818
4.17830031e9,785000.0,0.6764850587653486,0.5002207480420054,0.22876281433148363
9.215400105e9,450000.0,-0.3987371485515711,-0.4736214102614206,-0.9036171393191287
8.22039084e8,1.35e6,-0.3987371485515711,0.5002207480420054,0.7328896590817081
5.245600105e9,228000.0,-0.3987371485515711,-1.4474635685648467,-0.9689467520297409
7.231300125e9,345000.0,1.7517072660822681,0.5002207480420054,1.1651539298502591
